,drVersion,inputFileName,sessionId,serviceProvider,flow,ip1Loc,port1Loc,ip2Loc,port2Loc,ip1Net,port1Net,ip2Net,port2Net,mediaType,sessionStartTime,sessionBindingDelay,streamingStartTime,streamingEndTime,streamingDuration,sessionDuration,avgMos,sdvMos,avgTransportScore,sdvTransportScore,totPoorScores,totPoorScoresDuration,transportProtocol,protocolCause,ssrc,ssrcAux,avgBr,sdvBr,avgFps,sdvFps,totalMB,fecMB,totalAuxMB,fecAuxMB,seenPack,missedPack,redPack,fecPack,auxSeenPack,auxMissedPack,redAuxPack,fecAuxPack,sdpAvailable,codec,redCodec,fecCodec,auxCodec,redAuxCodec,fecAuxCodec,partialRecord,appliedModel,probe,instance,GTPIpUL,GTPIpDL,GTPTeidUL,GTPTeidDL,qfi
60,21_01_236_988741304,teams_Pier_Fernando_20220128.pcapng,997780362290200016,Teams,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,2022-01-28 14:30:13.929,1228.30,2022-01-28 14:50:45.149,2022-01-28 15:11:51.050,1265.90,2625.57,,,,,,,101,0-000,0x35d3,0x35d4,183.26,29.53,14.80,1.29,7.63,0.01,0.00,0.00,12268,0,0,71,15,0,0,0,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;130,,,1,P1201;;LR,nth2,01,,,,,
61,21_01_236_988741304,teams_Pier_Fernando_20220128.pcapng,997780362290200016,Teams,12,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,2022-01-28 14:30:13.929,1228.30,2022-01-28 14:50:45.726,2022-01-28 15:11:50.519,1264.79,2625.57,,,,,,,101,0-000,0x3eb,0x3ec,786.57,179.54,25.94,6.72,124.48,5.28,10.57,0.00,183445,39,0,5847,14816,0,0,2,0,H.264;90000;50,,H.264 FEC;90000;,H.264;90000;70,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
62,21_01_236_988741304,teams_Pier_Fernando_20220128.pcapng,997780362290200016,Teams,14,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,2022-01-28 14:30:13.929,1228.30,2022-01-28 14:50:46.970,2022-01-28 15:06:21.102,934.13,2625.57,,,,,,,101,0-000,0x35d5,0x35d6,703.41,96.70,25.06,6.92,82.23,0.84,2.15,0.00,114364,0,0,1736,3574,0,0,0,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;70,,,1,P1201;;LR,nth2,01,,,,,
63,21_01_236_988741304,teams_Pier_Fernando_20220128.pcapng,997780362290200016,Teams,16,10.8.0.14,50049,52.113.37.13,3481,92.223.249.51,50049,52.113.37.13,3481,Sharing,2022-01-28 14:30:13.929,1228.31,2022-01-28 15:06:22.963,2022-01-28 15:11:50.956,327.99,2625.57,,,,,,,101,0-000,0x39bb,0x39bc,243.70,169.77,3.18,0.95,10.01,0.30,2.11,0.00,11233,3,0,403,2075,0,0,0,0,H.264;90000;310,,H.264 FEC;90000;,H.264;90000;540,,,1,P1201;;LR,nth2,01,,,,,
64,21_01_236_988741304,teams_Pier_Fernando_20220128.pcapng,997780362290200016,Teams,18,52.113.37.13,3480,10.8.0.14,50041,52.113.37.13,3480,92.223.249.51,50041,Data,2022-01-28 14:30:13.929,1228.32,2022-01-28 15:06:23.592,2022-01-28 15:06:23.592,0.00,2625.57,,,,,,,101,0-000,0x96a,,0.54,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
65,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,0,52.112.250.166,3480,192.168.100.25,50019,,,92.223.249.51,50019,Audio,2021-09-08 15:32:50.468,0.27,2021-09-08 15:32:50.736,2021-09-08 15:53:04.905,1214.17,1335.20,,,,,,,101,0-000,0x1b5d,,36.91,8.33,46.77,8.57,5.23,0.00,,,53210,1,0,169,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
66,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,1,192.168.100.25,50019,52.112.250.166,3480,92.223.249.51,50019,,,Audio,2021-09-08 15:32:50.468,0.27,2021-09-08 15:32:51.317,2021-09-08 15:53:04.089,1212.77,1335.20,,,,,,,101,0-000,0xa746,,25.85,13.17,37.50,15.85,0.47,0.00,,,5519,0,0,44,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
67,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,2,52.112.250.166,3481,192.168.100.25,50045,,,92.223.249.51,50045,Video,2021-09-08 15:32:50.468,0.01,2021-09-08 15:34:11.289,2021-09-08 15:53:04.078,1132.79,1335.20,,,,,,,101,0-000,0x1f48,0x1f4a,310.23,450.44,7.45,0.96,38.27,20.80,0.12,0.02,69307,0,0,22219,127,0,0,17,0,H.264;90000;140,,H.264 FEC;90000;,H.264;90000;,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
68,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,3,192.168.100.25,50057,52.112.250.166,3480,92.223.249.51,50057,,,Data,2021-09-08 15:32:50.468,0.98,2021-09-08 15:34:11.302,2021-09-08 15:34:11.302,0.00,1335.20,,,,,,,101,0-000,0xab94,,1.10,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
69,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,4,52.112.250.166,3480,192.168.100.25,50057,,,92.223.249.51,50057,Data,2021-09-08 15:32:50.468,0.98,2021-09-08 15:34:11.915,2021-09-08 15:34:11.915,0.00,1335.20,,,,,,,101,0-000,0x1fab,,1.16,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
70,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,5,52.112.250.166,3481,192.168.100.25,50045,,,92.223.249.51,50045,Video,2021-09-08 15:32:50.468,0.01,2021-09-08 15:34:12.064,2021-09-08 15:49:15.073,903.01,1335.20,,,,,,,101,0-000,0x1f46,0x1f47,470.46,466.66,7.02,2.20,9.35,4.57,0.92,0.00,14677,0,0,4609,1011,0,0,2,0,H.264;90000;140,,H.264 FEC;90000;,H.264;90000;170,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
71,21_01_236_988741304,Teams-2021-08-09-Riunione-Gigamon-Nokia-NoVideo.pcapng,4149760786858285480,Teams,8,52.112.250.166,3481,192.168.100.25,50045,,,92.223.249.51,50045,Video,2021-09-08 15:32:50.468,0.01,2021-09-08 15:34:15.199,2021-09-08 15:34:15.199,0.00,1335.20,,,,,,,101,0-000,0x1f4b,,15.46,0.00,1.00,0.00,0.00,0.00,,,3,0,0,0,,,,,0,H.264;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
72,21_01_236_988741304,Teams-2021-08-09-Riunione-interna-NTH-4-persone.pcapng,4149732879396729680,Teams,0,52.115.137.87,3479,192.168.100.25,50001,52.115.137.87,3479,92.223.249.51,50001,Audio,2021-09-08 13:31:18.850,0.74,2021-09-08 13:31:24.695,2021-09-08 14:47:37.048,4572.35,4698.83,,,,,,,101,0-000,0x899,,36.06,9.12,46.10,9.68,18.92,0.01,,,194106,26,0,634,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
73,21_01_236_988741304,Teams-2021-08-09-Riunione-interna-NTH-4-persone.pcapng,4149732879396729680,Teams,1,192.168.100.25,50001,52.115.137.87,3479,92.223.249.51,50001,52.115.137.87,3479,Audio,2021-09-08 13:31:18.850,0.74,2021-09-08 13:31:30.150,2021-09-08 14:47:31.955,4561.81,4698.83,,,,,,,101,0-000,0x9d1b,,26.76,13.80,37.12,16.20,4.00,0.00,,,44712,0,0,356,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
74,21_01_236_988741304,Teams-2021-08-09-Riunione-interna-NTH-4-persone.pcapng,4149732879396729680,Teams,2,52.115.137.87,3481,192.168.100.25,50049,52.115.137.87,3481,92.223.249.51,50049,Sharing,2021-09-08 13:31:18.850,0.72,2021-09-08 13:31:35.167,2021-09-08 14:47:35.898,4560.73,4698.83,,,,,,,101,0-000,0xc82,0xc83,208.12,421.96,4.35,3.47,117.06,24.49,33.31,0.00,192793,19,0,28908,39075,9,0,15,0,H.264;90000;400,,H.264 FEC;90000;,H.264;90000;320,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
75,21_01_236_988741304,Teams-2021-08-09-Riunione-interna-NTH-4-persone.pcapng,4149732879396729680,Teams,3,192.168.100.25,50059,52.115.137.87,3481,92.223.249.51,41860,52.115.137.87,3481,Data,2021-09-08 13:31:18.850,0.70,2021-09-08 13:31:35.210,2021-09-08 13:51:41.121,1205.91,4698.83,,,,,,,101,0-000,0xa169,,1.10,0.00,1.00,0.00,0.00,0.00,,,3,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
76,21_01_236_988741304,Teams-2021-08-09-Riunione-interna-NTH-4-persone.pcapng,4149732879396729680,Teams,5,52.115.137.87,3481,192.168.100.25,50049,52.115.137.87,3481,92.223.249.51,50049,Sharing,2021-09-08 13:31:18.850,0.72,2021-09-08 13:31:35.637,2021-09-08 13:31:37.605,1.97,4698.83,,,,,,,101,0-000,0xc84,0xc85,882.15,256.66,3.33,0.94,0.33,0.04,0.01,0.00,378,0,0,45,11,0,0,0,0,H.264;90000;260,,H.264 FEC;90000;,H.264;90000;250,,,1,P1201;;LR,nth2,01,,,,,
77,21_01_236_988741304,Teams-2021-08-09-Riunione-interna-NTH-4-persone.pcapng,4149732879396729680,Teams,6,52.115.137.87,3481,192.168.100.25,50059,52.115.137.87,3481,92.223.249.51,41860,Data,2021-09-08 13:31:18.850,0.70,2021-09-08 13:31:35.821,2021-09-08 13:51:41.281,1205.46,4698.83,,,,,,,101,0-000,0xce7,,1.15,0.00,1.00,0.00,0.00,0.00,,,3,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
78,21_01_236_988741304,Teams-2022-01-13-ChiamataCesarellaConTassoErrore.pcapng,4178759115954845624,Teams,0,192.168.100.25,50013,52.115.139.155,3479,92.223.249.51,50013,52.115.139.155,3479,Audio,2022-01-13 17:29:37.887,0.84,2022-01-13 17:29:40.200,2022-01-13 17:36:05.875,385.68,511.91,,,,,,,101,0-000,0x64c0,,50.28,32.26,37.92,15.23,2.09,0.00,,,12639,1872,5339,50,,,,,0,Satin;16000;60,Redundancy;8000;160,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
79,21_01_236_988741304,Teams-2022-01-13-ChiamataCesarellaConTassoErrore.pcapng,4178759115954845624,Teams,1,52.115.139.155,3479,192.168.100.25,50013,52.115.139.155,3479,92.223.249.51,50013,Audio,2022-01-13 17:29:37.887,0.84,2022-01-13 17:29:51.855,2022-01-13 17:36:06.681,374.83,511.91,,,,,,,101,0-000,0x3e8,,28.84,12.40,39.78,14.94,0.93,0.00,,,10330,0,0,67,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
80,21_01_236_988741304,Teams-2022-01-13-ChiamataCesarellaConTassoErrore.pcapng,4178759115954845624,Teams,2,52.115.139.155,3480,192.168.100.25,50024,52.115.139.155,3480,92.223.249.51,50024,Video,2022-01-13 17:29:37.887,0.87,2022-01-13 17:30:12.232,2022-01-13 17:30:12.831,0.60,511.91,,,,,,,101,0-000,0x3e9,0x3ea,6.55,0.00,5.00,0.00,0.00,0.00,0.00,0.00,23,0,0,6,6,0,0,1,0,H.264;90000;150,,H.264 FEC;90000;,H.264;90000;130,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
81,21_01_236_988741304,Teams-2022-01-13-ChiamataCesarellaConTassoErrore.pcapng,4178759115954845624,Teams,4,52.115.139.155,3480,192.168.100.25,50024,52.115.139.155,3480,92.223.249.51,50024,Video,2022-01-13 17:29:37.887,0.87,2022-01-13 17:30:12.982,2022-01-13 17:36:06.912,353.93,511.91,,,,,,,101,0-000,0x3eb,0x3ec,2047.87,397.21,7.95,1.28,90.87,0.39,1.41,0.00,86442,0,0,385,1457,0,0,1,0,H.264;90000;130,,H.264 FEC;90000;,H.264;90000;250,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
82,21_01_236_988741304,Teams-2022-01-13-ChiamataCesarellaConTassoErrore.pcapng,4178759115954845624,Teams,5,192.168.100.25,50024,52.115.139.155,3480,92.223.249.51,50024,52.115.139.155,3480,Video,2022-01-13 17:29:37.887,0.87,2022-01-13 17:30:12.995,2022-01-13 17:30:13.982,0.99,511.91,,,,,,,101,0-000,0x64c1,0x64c2,193.78,146.46,5.50,4.50,0.05,0.01,0.02,0.00,97,0,0,12,23,0,0,0,0,H.264;90000;100,,H.264 FEC;90000;,H.264;90000;100,,,1,P1201;;LR,nth2,01,,,,,
83,21_01_236_988741304,Teams-2022-01-13-ChiamataCesarellaConTassoErrore.pcapng,4178759115954845624,Teams,8,192.168.100.25,50024,52.115.139.155,3480,92.223.249.51,50024,52.115.139.155,3480,Video,2022-01-13 17:29:37.887,0.87,2022-01-13 17:30:14.030,2022-01-13 17:36:06.995,352.96,511.91,,,,,,,101,0-000,0x64c3,0x64c4,1080.01,405.59,12.73,1.86,47.66,19.67,12.38,0.00,71989,10181,0,18278,15850,1725,0,0,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;90,,,1,P1201;;LR,nth2,01,,,,,
84,21_01_236_988741304,Teams-2022-01-21-Rilascio-Cesa-Pier.pcapng,4177190011090906512,Teams,0,192.168.100.25,50012,52.115.138.135,3479,92.223.249.51,50012,,,Audio,2022-01-21 17:01:16.065,0.72,2022-01-21 17:01:16.795,2022-01-21 17:55:06.016,3229.22,3356.22,,,,,,,101,0-000,0x654e,,32.01,12.34,42.05,13.69,4.75,0.00,,,50103,0,0,235,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
85,21_01_236_988741304,Teams-2022-01-21-Rilascio-Cesa-Pier.pcapng,4177190011090906512,Teams,1,52.115.138.135,3479,192.168.100.25,50012,,,92.223.249.51,50012,Audio,2022-01-21 17:01:16.065,0.72,2022-01-21 17:01:16.799,2022-01-21 17:55:06.968,3230.17,3356.22,,,,,,,101,0-000,0x899,,36.73,8.79,46.76,9.12,12.79,0.01,,,130546,2,0,315,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
86,21_01_236_988741304,Teams-2022-01-21-Rilascio-Cesa-Pier.pcapng,4177190011090906512,Teams,2,52.115.138.135,3481,192.168.100.25,50054,,,92.223.249.51,50054,Video,2022-01-21 17:01:16.065,0.77,2022-01-21 17:03:32.873,2022-01-21 17:32:05.082,1712.21,3356.22,,,,,,,101,0-000,0xc82,0xc83,16.71,62.44,1.95,0.66,3.56,0.13,0.41,0.00,7303,0,0,581,500,0,0,4,0,H.264;90000;490,,H.264 FEC;90000;,H.264;90000;890,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
87,21_01_236_988741304,Teams-2022-01-21-Rilascio-Cesa-Pier.pcapng,4177190011090906512,Teams,3,192.168.100.25,50056,52.115.138.135,3481,92.223.249.51,50056,,,Data,2022-01-21 17:01:16.065,0.78,2022-01-21 17:03:32.888,2022-01-21 17:03:32.888,0.00,3356.22,,,,,,,101,0-000,0x6a00,,1.14,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
88,21_01_236_988741304,Teams-2022-01-21-Rilascio-Cesa-Pier.pcapng,4177190011090906512,Teams,5,52.115.138.135,3481,192.168.100.25,50056,,,92.223.249.51,50056,Data,2022-01-21 17:01:16.065,0.78,2022-01-21 17:03:33.293,2022-01-21 17:03:33.293,0.00,3356.22,,,,,,,101,0-000,0xce7,,1.14,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
89,21_01_236_988741304,Teams-2022-01-21-Rilascio-Cesa-Pier.pcapng,4177190011090906512,Teams,6,52.115.138.135,3481,192.168.100.25,50054,,,92.223.249.51,50054,Video,2022-01-21 17:01:16.065,0.77,2022-01-21 17:32:04.022,2022-01-21 17:55:09.068,1385.05,3356.22,,,,,,,101,0-000,0xc84,0xc85,82.21,252.54,2.16,0.92,14.18,1.36,2.74,0.00,18381,0,0,1591,2895,0,0,4,0,H.264;90000;420,,H.264 FEC;90000;,H.264;90000;710,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
90,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,0,5.170.216.11,31672,192.168.100.25,50002,5.170.216.11,31672,92.223.249.51,50002,Audio,2022-01-25 14:33:42.795,1.52,2022-01-25 14:33:50.596,2022-01-25 14:52:34.969,1124.37,1252.44,,,,,,,101,0-000,0x7d8d,,32.59,11.04,49.97,0.95,4.58,0.00,,,56218,1,0,0,,,,,0,Satin;16000;60,,,,,,1,P1201;;LR,nth2,01,,,,,
91,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,1,192.168.100.25,50002,5.170.216.11,31672,92.223.249.51,50002,5.170.216.11,31672,Audio,2022-01-25 14:33:42.795,1.52,2022-01-25 14:33:50.812,2022-01-25 14:52:34.057,1123.24,1252.44,,,,,,,101,0-000,0x4ee7,,30.91,8.05,49.93,1.79,4.35,0.00,,,56167,0,0,0,,,,,0,Satin;16000;60,,,,,,1,P1201;;LR,nth2,01,,,,,
92,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,2,5.170.216.11,31291,192.168.100.25,50056,5.170.216.11,31291,92.223.249.51,50056,Sharing,2022-01-25 14:33:42.795,61.92,2022-01-25 14:34:47.264,2022-01-25 14:52:14.852,1047.59,1252.44,,,,,,,101,0-000,0x7df2,,247.88,555.03,6.49,5.09,32.47,0.52,,,31629,0,0,516,,,,,0,H.264;90000;110,,H.264 FEC;90000;,,,,1,P1201;;LR,nth2,01,,,,,
93,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,3,192.168.100.25,50041,5.170.216.11,32186,92.223.249.51,50041,5.170.216.11,32186,Data,2022-01-25 14:33:42.795,63.51,2022-01-25 14:34:47.306,2022-01-25 14:34:47.306,0.00,1252.44,,,,,,,101,0-000,0x4fb1,,1.14,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
94,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,4,5.170.216.11,32186,192.168.100.25,50041,5.170.216.11,32186,92.223.249.51,50041,Data,2022-01-25 14:33:42.795,63.51,2022-01-25 14:34:47.499,2022-01-25 14:34:47.499,0.00,1252.44,,,,,,,101,0-000,0x7e57,,1.14,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
95,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,5,5.170.216.11,32186,192.168.100.25,50041,5.170.216.11,32186,92.223.249.51,50041,,2022-01-25 14:33:42.795,63.51,2022-01-25 14:34:47.512,2022-01-25 14:34:47.512,0.00,1252.44,,,,,,,101,0-000,0x7e89,,0.00,0.00,1.00,0.00,0.00,0.00,,,0,0,0,0,,,,,0,,,,,,,1,P1201;;LR,nth2,01,,,,,
96,21_01_236_988741304,Teams-2022-01-25-Fernando-Pier-Call.pcapng,4177512945206355576,Teams,6,192.168.100.25,50041,5.170.216.11,32186,92.223.249.51,50041,5.170.216.11,32186,Data,2022-01-25 14:33:42.795,63.51,2022-01-25 14:34:47.948,2022-01-25 14:34:47.948,0.00,1252.44,,,,,,,101,0-000,0x4fb8,,0.86,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
97,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,0,10.8.0.18,50007,52.113.224.5,3479,92.223.249.51,50007,52.113.224.5,3479,Audio,2022-01-28 14:30:55.703,23.66,2022-01-28 14:31:19.806,2022-01-28 14:44:04.210,764.40,2577.16,,,,,,,101,0-000,0x1d41,,24.00,12.64,35.10,14.57,1.57,0.00,,,18687,0,0,258,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
98,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,1,10.8.0.18,46882,52.113.224.5,3480,92.223.249.51,46882,52.113.224.5,3480,Video,2022-01-28 14:30:55.703,23.66,2022-01-28 14:31:23.080,2022-01-28 14:50:42.423,1159.34,2577.16,,,,,,,101,0-000,0x1d44,0x1d45,692.42,289.41,20.79,8.80,93.83,7.51,10.10,0.00,139912,65,0,8479,13615,0,0,0,0,H.264;90000;50,,H.264 FEC;90000;,H.264;90000;70,,,1,P1201;;LR,nth2,01,,,,,
99,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,3,52.113.224.5,3479,10.8.0.18,50007,52.113.224.5,3479,92.223.249.51,50007,Audio,2022-01-28 14:30:55.703,23.66,2022-01-28 14:31:25.725,2022-01-28 14:44:25.678,779.95,2577.16,,,,,,,101,0-000,0x899,,37.43,8.32,47.33,8.28,3.21,0.00,,,32541,0,0,70,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
100,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,4,52.113.224.5,3480,10.8.0.18,46882,52.113.224.5,3480,92.223.249.51,46882,Video,2022-01-28 14:30:55.703,23.66,2022-01-28 14:32:09.290,2022-01-28 14:50:42.348,1113.06,2577.16,,,,,,,101,0-000,0x89a,0x89b,715.92,97.30,21.24,7.95,99.69,1.02,2.57,0.00,128282,0,0,1783,3777,0,0,2,0,H.264;90000;80,,H.264 FEC;90000;,H.264;90000;90,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
101,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,6,10.8.0.18,46882,52.113.224.5,3480,92.223.249.51,46882,52.113.224.5,3480,Video,2022-01-28 14:30:55.703,23.66,2022-01-28 14:44:18.061,2022-01-28 14:47:15.684,177.62,2577.16,,,,,,,101,0-000,0x1d42,0x1d43,37.32,30.02,6.41,5.15,0.29,0.13,0.08,0.00,1326,0,0,388,270,0,0,0,0,H.264;90000;140,,H.264 FEC;90000;,H.264;90000;160,,,1,P1201;;LR,nth2,01,,,,,
102,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,8,52.113.224.5,3479,10.8.0.18,50000,52.113.224.5,3479,92.223.249.51,50000,Audio,2022-01-28 14:30:55.703,809.64,2022-01-28 14:44:25.697,2022-01-28 14:50:38.566,372.87,2577.16,,,,,,,101,0-000,0x899,,47.60,38.81,40.07,14.26,0.98,0.00,,,6616,0,2161,46,,,,,0,Satin;16000;60,Redundancy;8000;120,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
103,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,9,10.8.0.18,50000,52.113.224.5,3479,92.223.249.51,50000,52.113.224.5,3479,Audio,2022-01-28 14:30:55.703,809.64,2022-01-28 14:45:03.406,2022-01-28 14:50:42.920,339.51,2577.16,,,,,,,101,0-000,0x1d41,,36.35,14.83,42.63,15.99,1.08,0.00,,,10130,592,286,26,,,,,0,Satin;16000;110,Redundancy;8000;570,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
104,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,10,10.8.0.18,50001,52.113.224.5,3479,92.223.249.51,50001,52.113.224.5,3479,Audio,2022-01-28 14:30:55.703,867.75,2022-01-28 14:45:23.592,2022-01-28 14:46:27.277,63.69,2577.16,,,,,,,101,0-000,0x1d41,,20.40,19.77,13.95,14.89,0.10,0.00,,,590,0,182,18,,,,,0,Satin;16000;190,Redundancy;8000;570,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
105,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,11,52.113.224.5,3479,10.8.0.18,50001,52.113.224.5,3479,92.223.249.51,50001,Audio,2022-01-28 14:30:55.703,867.75,2022-01-28 14:45:25.484,2022-01-28 14:46:24.766,59.28,2577.16,,,,,,,101,0-000,0x899,,32.54,10.04,44.11,10.36,0.19,0.00,,,2041,0,0,12,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
106,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,12,10.8.0.18,50001,52.113.37.13,3480,92.223.249.51,50001,52.113.37.13,3480,Audio,2022-01-28 14:30:55.703,1186.62,2022-01-28 14:50:43.504,2022-01-28 15:11:50.110,1266.61,2577.16,,,,,,,101,0-000,0x2256,,32.16,11.14,43.14,13.00,3.28,0.00,,,35402,0,0,159,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
107,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,13,52.113.37.13,3480,10.8.0.18,32849,52.113.37.13,3480,92.223.249.51,32849,Video,2022-01-28 14:30:55.703,1186.65,2022-01-28 14:50:45.259,2022-01-28 15:11:50.952,1265.69,2577.16,,,,,,,101,0-000,0x89a,0x89b,185.48,28.18,14.83,1.16,7.70,0.01,0.00,0.00,12265,0,0,72,17,0,0,1,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;130,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
108,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,15,10.8.0.18,32849,52.113.37.13,3480,92.223.249.51,32849,52.113.37.13,3480,Video,2022-01-28 14:30:55.703,1186.65,2022-01-28 14:50:45.526,2022-01-28 15:11:50.480,1264.95,2577.16,,,,,,,101,0-000,0x2259,0x225a,780.00,175.91,25.97,6.67,123.44,5.25,10.48,0.00,183472,0,0,5841,14812,0,0,0,0,H.264;90000;50,,H.264 FEC;90000;,H.264;90000;70,,,1,P1201;;LR,nth2,01,,,,,
