,sessionId,flow,pWStartTime,pWDuration,ip1Loc,port1Loc,ip2Loc,port2Loc,ip1Net,port1Net,ip2Net,port2Net,mediaType,avgCc,mos,mosC,vMosP,vMosR,poorScores,transportScore,locator,ssrc,auxSsrc,pType,codec,redPType,redCodec,auxPType,auxCodec,redAuxPType,redAuxCodec,routes,RTPAvgBr,RTPSdvBr,RTPMaxBr,RTPMinBr,RTPAvgFps,RTPSdvFps,RTPMaxFps,RTPMinFps,RTPAvgJitt,RTPSdvJitt,RTPMaxJitt,RTPMinJitt,RTPAvgDelta,RTPSdvDelta,RTPMaxDelta,RTPMinDelta,RTPSeenPack,RTPMissedPack,redPack,fecPack,auxSeenPack,auxMissedPack,redAuxPack,fecAuxPack,burstPackMissed,burstFreq,packReorder,RTCPSendRepPack,RTCPRecRepPack,STUNAvgRtt,STUNSdvRtt,STUNMaxRtt,STUNMinRtt,STUNBw
0,997780362290200016,8,1643381580000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,33.60,10.13,39.92,8.30,45.00,12.30,50.00,9.00,0.00,0.00,0.02,0.00,20.00,0.86,23.61,15.97,451,0,0,1,,,,,0,0,0,3,7,150.10,94.29,551.02,89.73,12000.00
1,997780362290200016,9,1643381580000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,27.31,13.53,41.17,6.93,37.38,16.06,58.00,13.00,0.79,2.20,14.07,0.00,20.36,36.93,245.17,0.04,301,0,0,2,,,,,0,0,0,3,21,150.10,94.29,551.02,89.73,12000.00
2,997780362290200016,12,1643381580000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,924.43,165.15,1228.49,692.38,29.90,3.62,37.00,24.00,1.40,2.89,14.22,0.00,6.42,26.33,273.81,0.04,1551,0,0,1,0,0,0,0,0,0,0,0,0,159.45,101.53,601.28,95.07,12000.00
3,997780362290200016,14,1643381580000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,757.75,53.71,835.53,665.05,23.30,6.97,30.00,15.00,0.01,0.01,0.04,0.00,8.75,18.22,89.21,0.03,1144,0,0,3,0,0,0,0,0,0,0,0,0,159.45,101.53,601.28,95.07,12000.00
4,997780362290200016,8,1643381590000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,35.75,3.83,39.74,28.72,49.60,1.20,50.00,46.00,0.00,0.00,0.02,0.00,20.00,0.75,23.26,17.46,497,0,0,1,,,,,0,0,0,3,8,149.05,91.45,551.02,89.73,12000.00
5,997780362290200016,9,1643381590000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,15.38,11.71,37.22,1.57,25.50,15.96,50.00,4.00,0.15,0.23,1.29,0.00,19.96,4.85,37.20,3.82,156,0,0,3,,,,,0,0,0,3,28,149.05,91.45,551.02,89.73,12000.00
6,997780362290200016,12,1643381590000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,927.73,73.82,1059.61,823.61,29.90,0.70,31.00,29.00,0.13,0.18,0.89,0.00,6.56,13.77,91.87,0.05,1519,0,0,0,0,0,0,0,0,0,0,0,0,158.06,98.54,601.28,95.07,12000.00
7,997780362290200016,14,1643381590000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,749.24,34.00,797.91,699.20,15.00,0.00,15.00,15.00,0.01,0.01,0.06,0.00,9.63,23.21,93.67,0.03,1032,0,0,1,0,0,0,0,0,0,0,0,0,158.06,98.54,601.28,95.07,12000.00
8,997780362290200016,8,1643381600000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,33.84,9.47,40.22,7.69,46.22,10.34,50.00,17.00,0.00,0.00,0.03,0.00,20.00,0.77,23.20,17.56,417,0,0,1,,,,,0,0,0,2,9,147.76,88.95,551.02,89.73,12000.00
9,997780362290200016,9,1643381600000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,28.23,11.79,44.50,13.07,39.50,9.16,50.00,26.00,0.19,0.29,2.08,0.00,19.99,6.62,52.30,0.33,400,0,0,5,,,,,0,0,0,2,21,147.76,88.95,551.02,89.73,12000.00
10,997780362290200016,12,1643381600000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,929.13,50.30,1011.38,847.70,29.90,0.54,31.00,29.00,0.13,0.17,0.84,0.00,6.69,13.48,73.62,0.04,1489,0,0,0,0,0,0,0,0,0,0,0,0,156.57,96.27,601.28,95.07,12000.00
11,997780362290200016,14,1643381600000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,747.00,33.56,816.15,700.58,15.00,0.00,15.00,15.00,0.01,0.02,0.08,0.00,9.78,23.36,91.79,0.03,1014,0,0,0,0,0,0,0,0,0,0,0,0,156.57,96.27,601.28,95.07,12000.00
12,997780362290200016,8,1643381610000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,39.23,1.29,40.71,36.64,50.00,0.00,50.00,50.00,0.00,0.00,0.02,0.00,20.00,0.88,23.80,16.77,500,0,0,0,,,,,0,0,0,3,7,147.30,86.86,551.02,89.73,12000.00
13,997780362290200016,9,1643381610000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,17.18,0.00,17.18,17.18,30.00,0.00,30.00,30.00,0.09,0.19,0.83,0.00,19.62,4.64,32.22,5.34,31,0,0,1,,,,,0,0,0,3,21,147.30,86.86,551.02,89.73,12000.00
14,997780362290200016,12,1643381610000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,910.18,70.66,984.45,730.18,29.90,0.70,31.00,29.00,0.14,0.22,1.58,0.00,6.75,13.99,83.67,0.04,1474,0,0,0,0,0,0,0,0,0,0,0,0,155.72,93.78,601.28,95.07,12000.00
15,997780362290200016,14,1643381610000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,756.24,39.91,813.96,678.50,15.10,0.70,16.00,14.00,0.01,0.01,0.07,0.00,9.66,23.28,94.88,0.03,1032,0,0,0,0,0,0,0,0,0,0,0,0,155.72,93.78,601.28,95.07,12000.00
16,997780362290200016,8,1643381620000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,38.00,2.47,40.87,34.13,50.00,0.00,50.00,50.00,0.00,0.00,0.02,0.00,20.00,0.84,24.03,15.20,500,0,0,0,,,,,0,0,0,2,8,146.18,84.84,551.02,89.41,12000.00
17,997780362290200016,9,1643381620000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,16.08,10.61,28.86,2.89,25.67,14.61,41.00,6.00,0.11,0.14,0.62,0.00,19.94,3.87,30.55,5.64,79,0,0,2,,,,,0,0,0,1,22,146.18,84.84,551.02,89.41,12000.00
18,997780362290200016,12,1643381620000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,848.18,118.01,1132.44,741.77,29.80,0.98,31.00,28.00,0.16,0.25,2.06,0.00,7.20,14.29,84.49,0.04,1380,0,0,0,0,0,0,0,0,0,0,0,0,153.98,91.75,601.28,95.07,12000.00
19,997780362290200016,14,1643381620000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,754.16,38.54,811.70,689.78,15.00,0.00,15.00,15.00,0.01,0.01,0.06,0.00,9.64,23.38,95.51,0.03,1029,0,0,1,0,0,0,0,0,0,0,0,0,153.98,91.75,601.28,95.07,12000.00
20,997780362290200016,8,1643381630000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,39.08,1.67,40.57,35.58,50.00,0.00,50.00,50.00,0.00,0.00,0.02,0.00,20.00,0.84,23.81,15.94,500,0,0,0,,,,,0,0,0,2,8,145.23,82.90,551.02,89.41,12000.00
21,997780362290200016,12,1643381630000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,884.66,52.20,1004.04,806.17,29.90,0.83,31.00,29.00,0.15,0.25,2.22,0.00,7.05,13.79,75.82,0.04,1417,0,0,0,0,0,0,0,0,0,0,0,0,152.21,89.88,601.28,95.07,12000.00
22,997780362290200016,14,1643381630000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,716.93,57.27,812.18,604.80,19.60,6.62,30.00,15.00,0.01,0.01,0.05,0.00,9.50,21.20,94.52,0.03,1048,0,0,0,0,0,0,0,0,0,0,0,0,152.21,89.88,601.28,95.07,12000.00
23,997780362290200016,8,1643381640000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,38.40,1.85,40.59,35.22,50.00,0.00,50.00,50.00,0.00,0.00,0.03,0.00,20.00,0.80,22.93,16.73,500,0,0,0,,,,,0,0,0,2,7,144.54,81.03,551.02,89.41,12000.00
24,997780362290200016,9,1643381640000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,15.98,0.00,15.98,15.98,29.00,0.00,29.00,29.00,0.20,0.20,0.69,0.01,19.91,5.13,30.84,5.26,30,0,0,1,,,,,0,0,0,2,21,144.54,81.03,551.02,89.41,12000.00
25,997780362290200016,12,1643381640000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,871.74,50.13,996.78,817.98,30.00,0.45,31.00,29.00,0.16,0.25,1.84,0.00,7.32,13.95,68.99,0.04,1364,0,0,0,0,0,0,0,0,0,0,0,0,150.70,88.40,601.28,92.55,12000.00
26,997780362290200016,14,1643381640000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,748.46,25.91,777.67,690.72,30.00,0.77,31.00,29.00,0.01,0.01,0.05,0.00,8.11,14.47,52.61,0.03,1230,0,0,0,0,0,0,0,0,0,0,0,0,150.70,88.40,601.28,92.55,12000.00
27,997780362290200016,8,1643381650000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,39.24,0.81,40.63,38.21,50.00,0.00,50.00,50.00,0.00,0.00,0.03,0.00,20.00,0.76,22.34,17.28,500,0,0,0,,,,,0,0,0,2,8,149.17,90.25,551.02,89.41,12000.00
28,997780362290200016,12,1643381650000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,858.86,126.32,1213.50,751.53,29.70,2.41,36.00,27.00,1.43,2.92,14.34,0.00,7.50,27.74,267.39,0.04,1331,0,0,0,0,0,0,0,0,0,0,0,0,154.49,93.87,601.28,92.55,12000.00
29,997780362290200016,14,1643381650000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,738.98,18.12,767.40,704.28,30.00,0.00,30.00,30.00,0.01,0.01,0.05,0.00,8.20,14.51,53.35,0.03,1221,0,0,2,0,0,0,0,0,0,0,0,0,154.49,93.87,601.28,92.55,12000.00
30,997780362290200016,8,1643381660000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,38.06,2.28,40.26,32.13,49.90,0.30,50.00,49.00,0.00,0.00,0.02,0.00,20.00,0.88,23.85,16.89,500,0,0,1,,,,,0,0,0,3,6,148.20,88.46,551.02,89.41,12000.00
31,997780362290200016,9,1643381660000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,9.97,5.67,17.50,1.86,16.25,8.90,28.00,3.00,0.12,0.15,0.66,0.00,19.95,4.67,30.81,3.12,67,0,0,2,,,,,0,0,0,0,29,148.20,88.46,551.02,89.41,12000.00
32,997780362290200016,12,1643381660000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,906.17,60.96,1060.19,840.97,30.00,0.45,31.00,29.00,0.16,0.28,3.06,0.00,6.81,13.77,102.07,0.04,1464,0,0,0,0,0,0,0,0,0,0,0,0,153.21,92.12,601.28,92.55,12000.00
33,997780362290200016,14,1643381660000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,734.40,38.34,787.10,653.42,29.90,0.70,31.00,29.00,0.01,0.01,0.07,0.00,8.16,14.57,67.23,0.03,1221,0,0,0,0,0,0,0,0,0,0,0,0,153.21,92.12,601.28,92.55,12000.00
34,997780362290200016,8,1643381670000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,39.63,0.78,40.81,38.39,50.00,0.00,50.00,50.00,0.00,0.00,0.02,0.00,20.00,0.84,23.02,16.81,500,0,0,0,,,,,0,0,0,3,6,147.14,86.80,551.02,89.41,12000.00
35,997780362290200016,9,1643381670000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,29.76,3.88,33.64,25.88,40.50,7.50,48.00,33.00,0.12,0.16,0.79,0.00,19.82,7.38,44.38,0.07,82,0,0,1,,,,,0,0,0,3,21,147.14,86.80,551.02,89.41,12000.00
36,997780362290200016,12,1643381670000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,931.35,36.97,994.90,865.88,29.80,0.60,31.00,29.00,0.11,0.16,0.68,0.00,6.51,13.45,75.30,0.04,1531,0,0,0,0,0,0,0,0,0,0,0,0,151.99,90.50,601.28,92.55,12000.00
37,997780362290200016,14,1643381670000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,739.58,32.04,793.83,661.69,30.00,0.63,31.00,29.00,0.01,0.01,0.08,0.00,8.10,14.52,71.96,0.03,1234,0,0,0,0,0,0,0,0,0,0,0,0,151.99,90.50,601.28,92.55,12000.00
38,997780362290200016,8,1643381680000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,37.89,2.07,40.62,33.81,50.00,0.00,50.00,50.00,0.00,0.00,0.02,0.00,20.00,0.83,22.57,18.09,500,0,0,0,,,,,0,0,0,2,9,146.29,85.22,551.02,89.41,12000.00
39,997780362290200016,9,1643381680000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,13.02,0.00,13.02,13.02,25.00,0.00,25.00,25.00,0.18,0.20,0.79,0.00,20.09,7.11,34.70,0.88,52,0,0,2,,,,,0,0,0,2,21,146.29,85.22,551.02,89.41,12000.00
40,997780362290200016,12,1643381680000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,918.49,65.50,1024.70,796.31,29.90,0.70,31.00,28.00,0.15,0.22,1.55,0.00,6.91,13.87,108.27,0.04,1442,0,0,0,0,0,0,0,0,0,0,0,0,151.05,88.88,601.28,92.55,12000.00
41,997780362290200016,14,1643381680000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,741.19,53.28,855.65,666.62,29.90,0.30,30.00,29.00,0.01,0.01,0.05,0.00,8.18,14.52,53.89,0.03,1218,0,0,0,0,0,0,0,0,0,0,0,0,151.05,88.88,601.28,92.55,12000.00
42,997780362290200016,8,1643381690000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,38.10,1.43,39.38,34.28,50.00,0.00,50.00,50.00,0.00,0.00,0.03,0.00,20.00,0.89,22.31,17.15,500,0,0,0,,,,,0,0,0,3,6,145.67,83.92,551.02,89.41,12000.00
43,997780362290200016,12,1643381690000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,861.14,49.81,953.43,797.63,29.90,0.54,31.00,29.00,0.15,0.22,1.61,0.00,7.74,14.35,69.79,0.04,1288,0,0,0,0,0,0,0,0,0,0,0,0,150.39,87.54,601.28,92.55,12000.00
44,997780362290200016,14,1643381690000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,738.25,25.93,799.21,705.99,29.90,0.70,31.00,29.00,0.01,0.01,0.06,0.00,8.07,14.50,64.75,0.03,1234,0,0,0,0,0,0,0,0,0,0,0,0,150.39,87.54,601.28,92.55,12000.00
45,997780362290200016,8,1643381700000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,30.92,8.85,39.16,15.01,45.00,6.87,50.00,33.00,0.00,0.00,0.02,0.00,20.00,0.99,22.70,17.26,362,0,0,2,,,,,0,0,0,3,8,144.85,82.59,551.02,89.41,12000.00
46,997780362290200016,9,1643381700000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,36.08,10.76,41.98,9.85,44.57,13.31,51.00,12.00,0.15,0.21,1.25,0.00,19.99,5.42,38.07,0.09,312,0,0,0,,,,,0,0,0,1,29,144.85,82.59,551.02,89.41,12000.00
47,997780362290200016,12,1643381700000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,894.95,86.29,1050.12,786.41,29.80,0.40,30.00,29.00,0.12,0.15,0.72,0.00,7.03,13.84,68.91,0.04,1416,0,0,0,0,0,0,0,0,0,0,0,0,149.26,86.22,601.28,92.55,12000.00
48,997780362290200016,14,1643381700000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,743.73,36.52,820.53,672.59,29.40,1.80,30.00,24.00,0.01,0.01,0.04,0.00,8.14,14.87,82.42,0.03,1223,0,0,0,0,0,0,0,0,0,0,0,0,149.26,86.22,601.28,92.55,12000.00
49,997780362290200016,8,1643381710000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,15.68,13.58,35.66,1.62,24.50,19.26,50.00,3.00,0.00,0.00,0.02,0.00,20.00,0.82,21.98,18.46,149,0,0,2,,,,,0,0,0,2,11,144.35,81.19,551.02,89.41,12000.00
50,997780362290200016,9,1643381710000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,40.10,2.80,42.81,32.96,49.10,2.74,51.00,41.00,0.14,0.20,1.38,0.00,19.99,5.07,41.94,0.32,491,0,0,0,,,,,0,0,0,3,21,144.35,81.19,551.02,89.41,12000.00
51,997780362290200016,12,1643381710000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,926.12,40.13,980.90,822.35,29.40,1.28,31.00,26.00,0.15,0.20,1.32,0.00,6.52,13.53,83.42,0.04,1505,0,0,1,0,0,0,0,0,0,0,0,0,148.80,84.83,601.28,92.55,12000.00
52,997780362290200016,14,1643381710000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,712.03,57.73,808.42,570.63,23.60,7.07,30.00,15.00,0.01,0.01,0.05,0.00,9.07,18.56,81.82,0.03,1096,0,0,0,0,0,0,0,0,0,0,0,0,148.80,84.83,601.28,92.55,12000.00
53,997780362290200016,8,1643381720000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,36.22,6.82,41.02,17.62,48.20,4.77,50.00,34.00,0.00,0.00,0.02,0.00,20.01,0.96,23.27,17.18,483,0,0,1,,,,,0,0,0,2,7,147.44,86.99,551.02,89.41,12000.00
54,997780362290200016,9,1643381720000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,29.72,16.49,48.50,3.38,39.75,19.08,59.00,8.00,1.82,3.18,14.54,0.01,19.37,58.99,259.08,0.05,160,0,0,1,,,,,0,0,0,3,21,147.44,86.99,551.02,89.41,12000.00
55,997780362290200016,12,1643381720000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,949.87,68.58,1087.74,847.18,30.40,2.29,35.00,27.00,1.29,2.73,14.67,0.00,6.51,26.10,284.94,0.04,1528,0,0,0,0,0,0,0,0,0,0,0,0,150.90,87.40,601.28,92.55,12000.00
56,997780362290200016,14,1643381720000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,740.87,49.39,864.18,666.58,29.60,1.36,31.00,26.00,0.01,0.01,0.09,0.00,8.19,14.98,106.44,0.03,1221,0,0,2,0,0,0,0,0,0,0,0,0,150.90,87.40,601.28,92.55,12000.00
57,997780362290200016,8,1643381730000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,29.36,11.09,40.45,14.61,42.71,9.05,50.00,26.00,0.00,0.00,0.02,0.00,20.00,0.90,22.69,17.86,302,0,0,3,,,,,0,0,0,3,7,147.07,85.78,551.02,89.41,12000.00
58,997780362290200016,9,1643381730000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,36.61,8.97,43.12,12.59,46.00,9.63,50.00,19.00,0.13,0.18,0.91,0.00,19.98,4.86,40.95,0.04,415,0,0,1,,,,,0,0,0,2,28,147.07,85.78,551.02,89.41,12000.00
59,997780362290200016,12,1643381730000,10,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,,0.00,,,,,,,0x3eb,0x3ec,122,H.264,,,122,H.264,,,,927.13,67.61,1006.05,777.62,29.90,0.70,31.00,29.00,0.13,0.18,1.13,0.00,6.48,13.26,66.83,0.04,1541,0,0,0,0,0,0,0,0,0,0,0,0,150.06,86.15,601.28,92.55,12000.00
60,997780362290200016,14,1643381730000,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,,0.00,,,,,,,0x35d5,0x35d6,122,H.264,,,122,H.264,,,,728.78,31.77,780.64,672.88,30.00,0.00,30.00,30.00,0.01,0.01,0.05,0.00,8.19,14.54,54.24,0.03,1220,0,0,0,0,0,0,0,0,0,0,0,0,150.06,86.15,601.28,92.55,12000.00
61,997780362290200016,8,1643381740000,10,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,,0.00,,,,,,,0x35d2,,108,Satin,,,,,,,,10.05,0.00,10.05,10.05,28.00,0.00,28.00,28.00,0.00,0.00,0.01,0.00,20.03,1.29,22.37,18.13,29,0,0,1,,,,,0,0,0,3,13,146.26,84.56,551.02,89.41,12000.00
62,997780362290200016,9,1643381740000,10,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,,0.00,,,,,,,0x3e8,,108,Satin,,,,,,,,41.46,1.56,43.98,38.97,50.10,0.54,51.00,49.00,0.16,0.24,1.62,0.00,19.98,5.78,45.40,0.07,501,0,0,0,,,,,0,0,0,3,21,146.26,84.56,551.02,89.41,12000.00
